run_id,task_id,attempt,provider,requested_model,resolved,score,hermes_completed,grader_completed,artifact_verified,artifact_error,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,total_tokens,api_calls,sandboxed_tool_invocations,wall_seconds,actual_cost_usd,actual_cost_status,provider_reported_estimated_cost_usd,api_equivalent_cost_usd
campaign-20260814-v4__FULL-02__a1__openai-codex__gpt-daybreak-blue-latest,FULL-02,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,30913,364790,0,10894,3275,406597,20,87,300.17345889890566,,included,,0.66378
campaign-20260814-v4__FULL-02__a1__opencode-go__deepseek-v4-flash,FULL-02,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,19489,512896,0,27344,14131,559729,22,52,315.13216732395813,,unknown,,0.0118208888
campaign-20260814-v4__FULL-02__a1__opencode-go__deepseek-v4-pro,FULL-02,1,opencode-go,deepseek-v4-pro,False,0.0,True,True,True,,,,,,,,1,0,7.79309005709365,,,,0.0
campaign-20260814-v4__FULL-02__a2__openai-codex__gpt-5.6-luna,FULL-02,2,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,26792,165376,0,7799,2064,199967,14,45,204.26921733189374,,included,,0.01802472
campaign-20260814-v4__FULL-02__a2__openai-codex__gpt-5.6-sol,FULL-02,2,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,64177,387584,0,12147,4012,463908,23,88,336.20823594694957,,included,,0.879087
campaign-20260814-v4__FULL-02__a2__openai-codex__gpt-5.6-terra,FULL-02,2,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,35153,396800,0,9889,2995,441842,23,94,269.204620371107,,included,,0.268334
campaign-20260814-v4__FULL-02__a2__openai-codex__gpt-daybreak-blue-latest,FULL-02,2,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,23495,260103,0,11645,3431,295243,17,70,254.05273041082546,,included,,0.5968765
campaign-20260814-v4__FULL-02__a2__opencode-go__deepseek-v4-flash,FULL-02,2,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,18659,1067392,0,43237,17663,1129288,31,84,401.6518312189728,,unknown,,0.0177073176
campaign-20260814-v4__FULL-02__a2__opencode-go__deepseek-v4-pro,FULL-02,2,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,33753,871680,0,38123,22131,943556,25,80,500.03111140290275,,unknown,,0.051009405
campaign-20260814-v4__FULL-02__a3__openai-codex__gpt-5.6-luna,FULL-02,3,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,51638,262144,0,8690,1696,322472,20,87,226.56126411492005,,included,,0.02599848
campaign-20260814-v4__FULL-02__a3__openai-codex__gpt-5.6-sol,FULL-02,3,openai-codex,gpt-5.6-sol,False,0.0,True,True,True,,,,,,,,3,27,94.8969178693369,,,,0.0
campaign-20260814-v4__FULL-02__a3__openai-codex__gpt-5.6-terra,FULL-02,3,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,28171,260608,0,8277,3269,297056,19,69,228.76577625935897,,included,,0.2077876
campaign-20260814-v4__FULL-02__a3__openai-codex__gpt-daybreak-blue-latest,FULL-02,3,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,29442,466828,0,12830,3965,509100,24,90,282.53289513802156,,included,,0.765524
campaign-20260814-v4__FULL-02__a3__opencode-go__deepseek-v4-flash,FULL-02,3,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,,,,,,,1,0,9.539851278997958,,,,0.0
campaign-20260814-v4__FULL-02__a3__opencode-go__deepseek-v4-pro,FULL-02,3,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,31265,1496192,0,49407,26465,1576864,37,112,705.1792503688484,,unknown,,0.062008061
campaign-20260814-v4__FULL-03__a1__openai-codex__gpt-5.6-luna,FULL-03,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,34387,279552,0,8970,2181,322909,19,74,235.0222800639458,,included,,0.02323244
campaign-20260814-v4__FULL-03__a1__openai-codex__gpt-5.6-sol,FULL-03,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,54749,278528,0,10816,3535,344093,18,82,322.1354224961251,,included,,0.737489
campaign-20260814-v4__FULL-03__a1__openai-codex__gpt-5.6-terra,FULL-03,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,34599,221696,0,9123,2771,265418,15,67,225.37907776609063,,included,,0.2230132
campaign-20260814-v4__FULL-03__a1__openai-codex__gpt-daybreak-blue-latest,FULL-03,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,27461,429006,0,12893,2778,469360,23,86,288.5737753403373,,included,,0.738598
campaign-20260814-v4__FULL-03__a1__opencode-go__deepseek-v4-flash,FULL-03,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,32151,1076736,0,36002,17490,1144889,34,93,340.76879041222855,,unknown,,0.0175965608
campaign-20260814-v4__FULL-03__a1__opencode-go__deepseek-v4-pro,FULL-03,1,opencode-go,deepseek-v4-pro,False,0.0,True,True,True,,,,,,,,1,0,8.442528346087784,,,,0.0
campaign-20260814-v4__SEC-01__a1__openai-codex__gpt-5.6-luna,SEC-01,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,50903,224256,0,11021,3577,286180,18,54,273.1114896298386,,included,,0.02789092
campaign-20260814-v4__SEC-01__a1__openai-codex__gpt-5.6-sol,SEC-01,1,openai-codex,gpt-5.6-sol,False,5,True,True,True,,55469,211456,0,11285,3411,278210,16,55,302.5746845989488,,included,,0.721623
campaign-20260814-v4__SEC-01__a1__openai-codex__gpt-5.6-terra,SEC-01,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,31472,226816,0,10312,3951,268600,15,61,261.8334899991751,,included,,0.2320512
campaign-20260814-v4__SEC-01__a1__openai-codex__gpt-daybreak-blue-latest,SEC-01,1,openai-codex,gpt-daybreak-blue-latest,False,4,True,True,True,,23091,387210,0,11675,4131,421976,24,69,339.55456763273105,,included,,0.65931
campaign-20260814-v4__SEC-01__a1__opencode-go__deepseek-v4-flash,SEC-01,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,22491,674304,0,36235,20986,733030,22,59,356.61422124505043,,unknown,,0.0151825912
campaign-20260814-v4__SEC-01__a1__opencode-go__deepseek-v4-pro,SEC-01,1,opencode-go,deepseek-v4-pro,True,6,True,True,True,,22802,921984,0,46521,35135,991307,23,55,609.4503856771626,,unknown,,0.053734332
campaign-20260814-v4__SEC-02__a1__openai-codex__gpt-5.6-luna,SEC-02,1,openai-codex,gpt-5.6-luna,True,7,True,True,True,,35190,328704,0,8891,2219,372785,23,82,235.25867263088003,,included,,0.02428128
campaign-20260814-v4__SEC-02__a1__openai-codex__gpt-5.6-sol,SEC-02,1,openai-codex,gpt-5.6-sol,False,4,True,True,True,,,,,,,,3,21,198.92880840506405,,,,0.0
campaign-20260814-v4__SEC-02__a1__openai-codex__gpt-5.6-terra,SEC-02,1,openai-codex,gpt-5.6-terra,True,7,True,True,True,,32410,243200,0,9044,3172,284654,15,64,234.6835839780979,,included,,0.221988
campaign-20260814-v4__SEC-02__a1__openai-codex__gpt-daybreak-blue-latest,SEC-02,1,openai-codex,gpt-daybreak-blue-latest,True,7,True,True,True,,32702,557586,0,16791,5441,607079,26,122,360.3269004509784,,included,,0.946033
campaign-20260814-v4__SEC-02__a1__opencode-go__deepseek-v4-flash,SEC-02,1,opencode-go,deepseek-v4-flash,True,7,True,True,True,,32487,2609920,0,63806,34929,2706213,49,127,683.8437251909636,,unknown,,0.029721636
campaign-20260814-v4__SEC-02__a1__opencode-go__deepseek-v4-pro,SEC-02,1,opencode-go,deepseek-v4-pro,True,7,True,True,True,,20554,748416,0,36300,25251,805270,23,73,444.9074770901352,,unknown,,0.043234998
campaign-20260814-v4__SEC-02__a2__openai-codex__gpt-5.6-luna,SEC-02,2,openai-codex,gpt-5.6-luna,True,7,True,True,True,,56039,370688,0,9227,2303,435954,26,78,265.8930750009604,,included,,0.02969396
campaign-20260814-v4__SEC-02__a2__openai-codex__gpt-5.6-sol,SEC-02,2,openai-codex,gpt-5.6-sol,True,7,True,True,True,,35101,289792,0,13402,3654,338295,17,58,347.80330986436456,,included,,0.722461
campaign-20260814-v4__SEC-02__a2__openai-codex__gpt-5.6-terra,SEC-02,2,openai-codex,gpt-5.6-terra,True,7,True,True,True,,31778,229888,0,10270,2973,271936,16,67,259.5137692191638,,included,,0.2327736
campaign-20260814-v4__SEC-02__a2__openai-codex__gpt-daybreak-blue-latest,SEC-02,2,openai-codex,gpt-daybreak-blue-latest,True,7,True,True,True,,26505,385830,0,14491,3334,426826,22,71,305.3090124120936,,included,,0.76017
campaign-20260814-v4__SEC-02__a2__opencode-go__deepseek-v4-flash,SEC-02,2,opencode-go,deepseek-v4-flash,True,7,True,True,True,,24779,1062912,0,42214,24142,1129905,29,67,427.166792254895,,unknown,,0.0182651336
campaign-20260814-v4__SEC-02__a2__opencode-go__deepseek-v4-pro,SEC-02,2,opencode-go,deepseek-v4-pro,True,7,True,True,True,,19094,487296,0,34141,22911,540531,17,37,521.8473075963557,,unknown,,0.039775008
campaign-20260814-v4__SEC-02__a3__openai-codex__gpt-5.6-luna,SEC-02,3,openai-codex,gpt-5.6-luna,True,7,True,True,True,,36954,224768,0,9721,2734,271443,17,56,259.80732359783724,,included,,0.02355136
campaign-20260814-v4__SEC-02__a3__openai-codex__gpt-5.6-sol,SEC-02,3,openai-codex,gpt-5.6-sol,True,7,True,True,True,,51421,221184,0,11067,2965,283672,17,72,288.434170124121,,included,,0.699707
campaign-20260814-v4__SEC-02__a3__openai-codex__gpt-5.6-terra,SEC-02,3,openai-codex,gpt-5.6-terra,True,7,True,True,True,,23082,137728,0,8716,2849,169526,13,46,216.66303304675967,,included,,0.1783016
campaign-20260814-v4__SEC-02__a3__openai-codex__gpt-daybreak-blue-latest,SEC-02,3,openai-codex,gpt-daybreak-blue-latest,True,7,True,True,True,,24119,250674,0,11745,3704,286538,16,56,230.64948889100924,,included,,0.598282
campaign-20260814-v4__SEC-02__a3__opencode-go__deepseek-v4-flash,SEC-02,3,opencode-go,deepseek-v4-flash,True,7,True,True,True,,20251,987520,0,35370,19270,1043141,28,70,372.24843163928017,,unknown,,0.015503796
campaign-20260814-v4__SEC-02__a3__opencode-go__deepseek-v4-pro,SEC-02,3,opencode-go,deepseek-v4-pro,True,7,True,True,True,,26858,1056128,0,44936,27982,1127922,28,69,554.8251781817526,,unknown,,0.054606014
campaign-20260814-v4__SEC-03__a1__openai-codex__gpt-5.6-luna,SEC-03,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,32978,322560,0,9851,3066,365389,23,63,274.26264710584655,,included,,0.024868
campaign-20260814-v4__SEC-03__a1__openai-codex__gpt-5.6-sol,SEC-03,1,openai-codex,gpt-5.6-sol,True,6,True,True,True,,51580,271360,0,11317,3501,334257,20,69,350.6347998967394,,included,,0.73309
campaign-20260814-v4__SEC-03__a1__openai-codex__gpt-5.6-terra,SEC-03,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,37067,180736,0,8326,2800,226129,15,57,219.04076213482767,,included,,0.2101932
campaign-20260814-v4__SEC-03__a1__openai-codex__gpt-daybreak-blue-latest,SEC-03,1,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,17196,123530,0,7865,2777,148591,11,46,166.08119078492746,,included,,0.383695
campaign-20260814-v4__SEC-03__a1__opencode-go__deepseek-v4-flash,SEC-03,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,26644,1694720,0,55995,36665,1777359,33,107,580.3023949661292,,unknown,,0.024153976
campaign-20260814-v4__SEC-03__a1__opencode-go__deepseek-v4-pro,SEC-03,1,opencode-go,deepseek-v4-pro,True,6,True,True,True,,22638,929664,0,41655,26527,993957,26,62,517.3095501321368,,unknown,,0.049457412
campaign-20260814-v4__SRE-01__a1__openai-codex__gpt-5.6-luna,SRE-01,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,26917,108544,0,5831,1487,141292,12,38,154.90667468402535,,included,,0.01455148
campaign-20260814-v4__SRE-01__a1__openai-codex__gpt-5.6-sol,SRE-01,1,openai-codex,gpt-5.6-sol,True,6,True,True,True,,44193,165888,0,7970,2148,218051,17,50,228.34629225404933,,included,,0.543009
campaign-20260814-v4__SRE-01__a1__openai-codex__gpt-5.6-terra,SRE-01,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,20024,78336,0,3282,825,101642,9,41,159.1861627418548,,included,,0.0950992
campaign-20260814-v4__SRE-01__a1__openai-codex__gpt-daybreak-blue-latest,SRE-01,1,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,15844,112357,0,5894,1769,134095,11,32,140.63836624100804,,included,,0.3122185
campaign-20260814-v4__SRE-01__a1__opencode-go__deepseek-v4-flash,SRE-01,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,18495,404480,0,22598,8742,445573,19,43,211.79734090296552,,unknown,,0.010049284
campaign-20260814-v4__SRE-01__a1__opencode-go__deepseek-v4-pro,SRE-01,1,opencode-go,deepseek-v4-pro,False,0,True,True,True,,,,,,,,1,0,7.83869211981073,,,,0.0
campaign-20260814-v4__SRE-02__a1__openai-codex__gpt-5.6-luna,SRE-02,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,25515,160768,0,7762,1621,194045,15,44,218.9592129252851,,included,,0.01763276
campaign-20260814-v4__SRE-02__a1__openai-codex__gpt-5.6-sol,SRE-02,1,openai-codex,gpt-5.6-sol,True,6,True,True,True,,27660,158208,0,7919,2063,193787,15,47,219.05216071708128,,included,,0.454974
campaign-20260814-v4__SRE-02__a1__openai-codex__gpt-5.6-terra,SRE-02,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,38501,128512,0,7367,3161,174380,13,36,195.20892553403974,,included,,0.1911084
campaign-20260814-v4__SRE-02__a1__openai-codex__gpt-daybreak-blue-latest,SRE-02,1,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,17732,153852,0,7793,1988,179377,14,43,178.5629175938666,,included,,0.399376
campaign-20260814-v4__SRE-02__a1__opencode-go__deepseek-v4-flash,SRE-02,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,26367,756352,0,27650,13270,810369,28,84,289.4155050520785,,unknown,,0.0135511656
campaign-20260814-v4__SRE-02__a1__opencode-go__deepseek-v4-pro,SRE-02,1,opencode-go,deepseek-v4-pro,True,6,True,True,True,,18716,233728,0,21530,12178,273974,14,33,298.73862993204966,,unknown,,0.027719824
campaign-20260814-v4__SRE-02__a2__openai-codex__gpt-5.6-luna,SRE-02,2,openai-codex,gpt-5.6-luna,True,6,True,True,True,,32346,203776,0,9926,2371,246048,17,61,265.32941789599136,,included,,0.02245592
campaign-20260814-v4__SRE-02__a2__openai-codex__gpt-5.6-sol,SRE-02,2,openai-codex,gpt-5.6-sol,True,6,True,True,True,,34193,333824,0,10257,3114,378274,24,65,325.3123876596801,,included,,0.645587
campaign-20260814-v4__SRE-02__a2__openai-codex__gpt-5.6-terra,SRE-02,2,openai-codex,gpt-5.6-terra,True,6,True,True,True,,25294,140800,0,6357,1978,172451,13,40,182.22516667004675,,included,,0.155032
campaign-20260814-v4__SRE-02__a2__openai-codex__gpt-daybreak-blue-latest,SRE-02,2,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,20259,200999,0,8580,2077,229838,16,61,185.4222367000766,,included,,0.4591945
campaign-20260814-v4__SRE-02__a2__opencode-go__deepseek-v4-flash,SRE-02,2,opencode-go,deepseek-v4-flash,True,6,True,True,True,,17909,375040,0,23064,10486,416013,18,39,229.0892655942589,,unknown,,0.010015292
campaign-20260814-v4__SRE-02__a2__opencode-go__deepseek-v4-pro,SRE-02,2,opencode-go,deepseek-v4-pro,True,6,True,True,True,,23904,572416,0,25113,15441,621433,24,66,354.1059730560519,,unknown,,0.034321558
campaign-20260814-v4__SRE-02__a3__openai-codex__gpt-5.6-luna,SRE-02,3,openai-codex,gpt-5.6-luna,True,6,True,True,True,,21586,132096,0,7515,1735,161197,13,33,191.26189215201885,,included,,0.01597712
campaign-20260814-v4__SRE-02__a3__openai-codex__gpt-5.6-sol,SRE-02,3,openai-codex,gpt-5.6-sol,True,6,True,True,True,,52849,202752,0,11550,2967,267151,18,42,346.81405609380454,,included,,0.712121
campaign-20260814-v4__SRE-02__a3__openai-codex__gpt-5.6-terra,SRE-02,3,openai-codex,gpt-5.6-terra,True,6,True,True,True,,21871,102912,0,6782,2002,131565,11,41,178.3282653647475,,included,,0.1457084
campaign-20260814-v4__SRE-02__a3__openai-codex__gpt-daybreak-blue-latest,SRE-02,3,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,19363,181605,0,8790,2254,209758,15,51,209.1820802888833,,included,,0.4513175
campaign-20260814-v4__SRE-02__a3__opencode-go__deepseek-v4-flash,SRE-02,3,opencode-go,deepseek-v4-flash,True,6,True,True,True,,10463,509696,0,29293,18639,549452,19,47,286.3925959710032,,unknown,,0.0110940088
campaign-20260814-v4__SRE-02__a3__opencode-go__deepseek-v4-pro,SRE-02,3,opencode-go,deepseek-v4-pro,False,2,True,True,True,,,,,,,,1,0,8.352535826154053,,,,0.0
campaign-20260814-v4__SRE-03__a1__openai-codex__gpt-5.6-luna,SRE-03,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,29263,108544,0,6053,1254,143860,12,48,159.4771030191332,,included,,0.01528708
campaign-20260814-v4__SRE-03__a1__openai-codex__gpt-5.6-sol,SRE-03,1,openai-codex,gpt-5.6-sol,True,6,True,True,True,,44367,171520,0,8901,2126,224788,15,58,250.78058188408613,,included,,0.574625
campaign-20260814-v4__SRE-03__a1__openai-codex__gpt-5.6-terra,SRE-03,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,18732,95232,0,6077,2121,120041,10,39,158.46873350488022,,included,,0.1294344
campaign-20260814-v4__SRE-03__a1__openai-codex__gpt-daybreak-blue-latest,SRE-03,1,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,18486,234075,0,8169,2617,260730,19,53,185.718727781903,,included,,0.4545375
campaign-20260814-v4__SRE-03__a1__opencode-go__deepseek-v4-flash,SRE-03,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,18581,570624,0,31371,20108,620576,20,51,320.90378739405423,,unknown,,0.0129829672
campaign-20260814-v4__SRE-03__a1__opencode-go__deepseek-v4-pro,SRE-03,1,opencode-go,deepseek-v4-pro,False,1,True,True,True,,,,,,,,1,0,9.557906079106033,,,,0.0
campaign-20260814-v4__UI-01__a1__openai-codex__gpt-5.6-luna,UI-01,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,28224,193024,0,7966,1744,229214,18,53,222.85444561298937,,included,,0.01906448
campaign-20260814-v4__UI-01__a1__openai-codex__gpt-5.6-sol,UI-01,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,57138,304640,0,8318,2198,370096,27,94,255.80307873012498,,included,,0.68755
campaign-20260814-v4__UI-01__a1__openai-codex__gpt-5.6-terra,UI-01,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,38323,187392,0,5872,2124,231587,20,65,179.63191556418315,,included,,0.1845884
campaign-20260814-v4__UI-01__a1__openai-codex__gpt-daybreak-blue-latest,UI-01,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,20438,261181,0,8455,2063,290074,20,75,189.2520571667701,,included,,0.4864305
campaign-20260814-v4__UI-01__a1__opencode-go__deepseek-v4-flash,UI-01,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,21451,723072,0,19056,7079,763579,38,107,232.25709156459197,,unknown,,0.0103634216
campaign-20260814-v4__UI-01__a1__opencode-go__deepseek-v4-pro,UI-01,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,19506,349312,0,15822,7034,384640,23,59,212.8287512739189,,unknown,,0.023516506
campaign-20260814-v4__UI-02__a1__openai-codex__gpt-5.6-luna,UI-02,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,24291,163840,0,5768,2082,193899,17,45,182.54348244704306,,included,,0.0150566
campaign-20260814-v4__UI-02__a1__openai-codex__gpt-5.6-sol,UI-02,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,62233,218624,0,7453,1696,288310,21,83,232.0144249596633,,included,,0.644067
campaign-20260814-v4__UI-02__a1__openai-codex__gpt-5.6-terra,UI-02,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,25756,120832,0,5914,2066,152502,14,58,156.97629135893658,,included,,0.1466464
campaign-20260814-v4__UI-02__a1__openai-codex__gpt-daybreak-blue-latest,UI-02,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,19674,225948,0,8149,1631,253771,18,73,180.95357034215704,,included,,0.455814
campaign-20260814-v4__UI-02__a1__opencode-go__deepseek-v4-flash,UI-02,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,12499,201984,0,12344,4592,226827,17,43,145.90236189216375,,unknown,,0.0057717352
campaign-20260814-v4__UI-02__a1__opencode-go__deepseek-v4-pro,UI-02,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,17265,400896,0,12245,4698,430406,28,73,191.92464522412047,,unknown,,0.019616673
campaign-20260814-v4__UI-03__a1__openai-codex__gpt-5.6-luna,UI-03,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,19551,89088,0,4252,1118,112891,11,32,117.87328588124365,,included,,0.01079436
campaign-20260814-v4__UI-03__a1__openai-codex__gpt-5.6-sol,UI-03,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,47100,252928,0,7751,2692,307779,23,65,249.62439820496365,,included,,0.594494
campaign-20260814-v4__UI-03__a1__openai-codex__gpt-5.6-terra,UI-03,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,30848,95232,0,4077,1304,130157,12,52,116.61421478400007,,included,,0.1296664
campaign-20260814-v4__UI-03__a1__openai-codex__gpt-daybreak-blue-latest,UI-03,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,20895,367187,0,9101,2065,397183,27,78,203.8221802781336,,included,,0.5610985
campaign-20260814-v4__UI-03__a1__opencode-go__deepseek-v4-flash,UI-03,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,19119,436480,0,16915,6261,472514,24,60,186.8670906391926,,unknown,,0.008635004
campaign-20260814-v4__UI-03__a1__opencode-go__deepseek-v4-pro,UI-03,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,20948,664192,0,23488,9692,708628,41,84,1070.7394939260557,,unknown,,0.031954636
campaign-20260814-v4__UI-03__a2__openai-codex__gpt-5.6-luna,UI-03,2,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,26677,177664,0,7153,2011,211494,17,50,201.28488908289,,included,,0.01747228
campaign-20260814-v4__UI-03__a2__openai-codex__gpt-5.6-sol,UI-03,2,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,54222,315904,0,7769,1949,377895,26,89,242.5330649856478,,included,,0.662132
campaign-20260814-v4__UI-03__a2__openai-codex__gpt-5.6-terra,UI-03,2,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,42520,208896,0,5894,1663,257310,20,79,167.26376726385206,,included,,0.1975472
campaign-20260814-v4__UI-03__a2__openai-codex__gpt-daybreak-blue-latest,UI-03,2,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,21385,342525,0,8224,1756,372134,25,88,237.9442450897768,,included,,0.5249075
campaign-20260814-v4__UI-03__a2__opencode-go__deepseek-v4-flash,UI-03,2,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,14777,292992,0,15004,5166,322773,20,47,157.0133262667805,,unknown,,0.0070902776
campaign-20260814-v4__UI-03__a2__opencode-go__deepseek-v4-pro,UI-03,2,opencode-go,deepseek-v4-pro,False,0.0,True,True,True,,,,,,,,1,0,10.676639717072248,,,,0.0
campaign-20260814-v4__UI-03__a3__openai-codex__gpt-5.6-luna,UI-03,3,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,30269,222720,0,8381,2268,261370,18,56,245.30302549758926,,included,,0.0205654
campaign-20260814-v4__UI-03__a3__openai-codex__gpt-5.6-sol,UI-03,3,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,52932,253952,0,9713,2619,316597,22,70,308.4957854822278,,included,,0.683026
campaign-20260814-v4__UI-03__a3__openai-codex__gpt-5.6-terra,UI-03,3,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,30955,265728,0,6870,1677,303553,23,80,202.9854614296928,,included,,0.1974956
campaign-20260814-v4__UI-03__a3__openai-codex__gpt-daybreak-blue-latest,UI-03,3,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,21653,336767,0,8846,2563,367266,25,90,227.05019904766232,,included,,0.5420285
campaign-20260814-v4__UI-03__a3__opencode-go__deepseek-v4-flash,UI-03,3,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,,,,,,,1,0,7.911652995739132,,,,0.0
campaign-20260814-v4__UI-03__a3__opencode-go__deepseek-v4-pro,UI-03,3,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,18458,667392,0,21619,7829,707469,36,75,324.1800326872617,,unknown,,0.029257056
campaign-20260814-v4__UI-04__a1__openai-codex__gpt-5.6-luna,UI-04,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,22997,157696,0,5528,1804,186221,17,63,172.80082117998973,,included,,0.01438692
campaign-20260814-v4__UI-04__a1__openai-codex__gpt-5.6-sol,UI-04,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,27729,211456,0,7645,2008,246830,19,60,365.97292854404077,,included,,0.473723
campaign-20260814-v4__UI-04__a1__openai-codex__gpt-5.6-terra,UI-04,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,26027,91648,0,3631,1510,121306,13,50,112.25134251220152,,included,,0.1139556
campaign-20260814-v4__UI-04__a1__openai-codex__gpt-daybreak-blue-latest,UI-04,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,19587,246663,0,8270,2201,274520,21,72,201.45184484869242,,included,,0.4693665
campaign-20260814-v4__UI-04__a1__opencode-go__deepseek-v4-flash,UI-04,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,18881,597504,0,24656,11736,641041,28,65,264.36939546791837,,unknown,,0.0112200312
campaign-20260814-v4__UI-04__a1__opencode-go__deepseek-v4-pro,UI-04,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,21055,547712,0,22626,9500,591393,26,73,332.8523218599148,,unknown,,0.030829001
campaign-20260814-v4__UI-05__a1__openai-codex__gpt-5.6-luna,UI-05,1,openai-codex,gpt-5.6-luna,False,0.0,True,True,True,,44140,195072,0,7186,2237,246398,17,65,204.0609960211441,,included,,0.02135264
campaign-20260814-v4__UI-05__a1__openai-codex__gpt-5.6-sol,UI-05,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,53287,291840,0,10689,3070,355816,22,88,284.81688474072143,,included,,0.733025
campaign-20260814-v4__UI-05__a1__openai-codex__gpt-5.6-terra,UI-05,1,openai-codex,gpt-5.6-terra,False,0.0,True,True,True,,28254,165376,0,8159,3152,201789,13,56,200.23900800803676,,included,,0.1874912
campaign-20260814-v4__UI-05__a1__openai-codex__gpt-daybreak-blue-latest,UI-05,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,21685,290754,0,10083,2618,322522,20,81,226.82040633587167,,included,,0.556292
campaign-20260814-v4__UI-05__a1__opencode-go__deepseek-v4-flash,UI-05,1,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,16306,1107072,0,47295,31190,1170673,26,51,454.25300944782794,,unknown,,0.0186252416
